recruitId,recruitName,recruitTag
300402,C语言开发工程师,1年|本科|linux|芯片|驱动|keil|带薪休假|定期体检|绩效奖金|员工福利|14薪|全额五险一金|交通便利
300403,软件工程师（Linux系统 C语言）,3-4年|本科|Linux系统|C语言|五险一金|补充医疗保险|员工旅游|餐饮补贴|通讯补贴|年终奖金|绩效奖金|定期体检|出国机会|周末双休
300404,C语言/嵌入式软件工程师,1年|大专|单片机|STM32|FreeRTOS|TrueStudio|五险一金|补充公积金|年终奖金|定期体检
300405,嵌入式C语言软件开发工程师（PON方向）,2年|本科|嵌入式|软件工程师|软件|嵌入式软件|c语言|软件开发|单片机|通信|五险一金|补充医疗保险|员工旅游|绩效奖金|年终奖金
300406,软件开发工程师（C语言）,3-5年|本科|计算机|软件开发|五险一金|年终奖金|交通补贴|餐饮补贴|弹性工作|定期体检|通讯补贴|专业培训
300407,C语言软件工程师,2年及以上|大专|单片机|51|C|软件|工程师|五险一金|员工旅游|餐饮补贴|年终奖金|绩效奖金|出国机会|弹性工作
300408,嵌入式软件开发工程师（C语言）,3-4年|本科|系统架构设计|系统框架|Linux内核|bootloader|五险一金|全勤奖|节日福利|餐饮补贴|年底双薪
300409,高级C语言开发工程师,2年|本科|makefile|linux内核|gdb|posix|tcp|ip协议|socket|网络交换技术|五险一金|年终奖金|定期体检|员工旅游|节日福利|带薪年假|双休
300410,C语言开发工程师,2年|本科|数据库|linux|sql|开发|数据迁移|分布式数据库|系统性能优化|故障定位|数据库架构|问题解决|五险一金|补充医疗保险
300411,C语言开发工程师(J10019),2年及以上|本科|周末双休|加班费|全额公积金|补充医疗保险|高温补贴|管理规范|年终奖金|出国机会|员工旅游|定期体检
300412,急招公司C照司机,无需经验|加班补贴|全勤奖|弹性工作|绩效奖金|维修
300413,C/C++开发工程师,2年及以上|本科|c++|音频|环境开发|交叉编译|五险一金
300414,C/C++开发工程师,1年及以上|本科|三维数据格式|CMake|五险一金|绩效奖金|年终奖金|带薪年假|周末双休|大牛带队
300415,C+/单片机开发/软件工程师,2年及以上|大专|单片机|电子工程师|嵌入式|五险一金|员工旅游|交通补贴|餐饮补贴|专业培训|绩效奖金|周末双休|节日福利|带薪年假
300416,C照送货司机,无需经验|年终奖金|绩效奖金|节日福利|弹性工作|社保|定期体检
300417,C N C师傅,2年及以上|高中|餐饮补贴|房补|五险一金
300418,C开发（急招 提供住宿）,3年及以上|大专|audio|英语|日语|can|bus|dsp|autosar|五险一金|补充医疗保险|定期体检|餐饮补贴|绩效奖金|弹性工作|提供食宿
300419,C/C++资深研发工程师,2年|本科|五险一金
300420,数控软件开发工程师-C/C++,3-4年|本科|c++|qt开发|linux|计算机|功能模块开发|数控系统|五险一金|免费班车|交通补贴|餐饮补贴|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
300421,软件工程师-C,2年及以上|本科|五险一金|员工旅游|餐饮补贴|绩效奖金|年终奖金|定期体检
300422,免押金无套路C照司机,无需经验|弹性工作|专业培训|就近安排|送水果司机|专线司机|专职司机|司机|货车司机|货运司机
300423,C/C++开发工程师,3年及以上|本科|五险一金|餐饮补贴|周末双休|节日福利|全勤奖|带薪年假|交通补贴|年终奖金|员工宿舍|项目+绩效奖
300424,C/C++开发工程师,2年及以上|本科|五险一金
300425,车载嵌入式C-双休加班少,3年及以上|大专|dsp|autosar|audio|can|bus|周末双休|法定休|五险一金|补充医疗保险
300426,嵌入式软件开发(C/C++)(J10023),2年及以上|本科|周末双休|加班费|全额公积金|补充医疗保险|高温补贴|管理规范|年终奖金|出国机会|员工旅游|定期体检
300427,C照货车司机,无需经验|初中及以下|高温补贴|节日福利|弹性工作
300428,c/c++开发工程师0935,2年|本科|c++|多线程|linux|gcc|gdb|通信开发|五险一金|员工旅游|股票期权|弹性工作|年终奖金|定期体检
300429,C端业务信审,3年及以上|大专|审核|放款审核|客户资信|五险一金|补充公积金|餐饮补贴|免费班车|定期体检|绩效奖金|年终奖金
300430,C/C++ 高级开发工程师,5-7年|本科|SIP||C/C++|软件开发|设计模式|开发|面向对象|tcp/ip|GUI|Linux|五险一金|补充医疗保险|定期体检|员工旅游
300431,C入职五险一金 甲方内催  年底双薪,无需经验|高中|销售|数据分析|谈判|质检|投诉处理|征信|部门培训|甲方直签|催收专员|入职五险一金|五险一金|专业培训|绩效奖金|年终奖金|带薪培训|带薪年假|透明晋升|年底双薪|餐补|直签|公司提供资源|专业带教
300432,PHP开发工程师,2年及以上|本科|css|html|前端|编程|js|mysql数据库|php|layui|软件设计|thinkphp|餐饮补贴|专业培训|五险
300433,PHP程序员,1-3年|本科|mysql|jquery|javascript|需求分析|ajax|编程|编码|php|高并发|功能模块开发|五险一金|补充医疗保险|补充公积金|免费班车|餐饮补贴|交通补贴|绩效奖金|年终奖金|定期体检
300434,PHP程序员,1年及以上|大专|php|html5|css3|jq|ajax|vuejs|js|mysql数据库|代码冗余率|五险一金|员工旅游|绩效奖金
300435,Magento/PHP开发工程师 双休,2年|大专|php开发|Magento|MySQL|五险一金|员工旅游|年终奖金|专业培训|定期体检
300436,PHP开发工程师,3年及以上|本科|php|绩效奖金|员工旅游
300437,PHP后端开发工程师,无需经验|本科|shopify|PHP
300438,PHP开发工程师,1年|大专|php|数据库|css|redis|laravel|html|javascript|linux|Java|web|五险一金|补充医疗保险|补充公积金|通讯补贴|年终奖金|餐饮补贴|绩效奖金|定期体检|弹性工作|专业培训
300439,PHP开发工程师,1年|数据库|jquery|css|javascript|推广|html5|mysql数据库|windows|php|div|交通补贴|免费班车|定期体检|专业培训|五险一金|补充医疗保险|补充公积金|餐饮补贴|员工旅游|弹性工作
300440,PHP开发工程师,2年及以上|大专|php开发|OA|CRM
300441,PHP开发工程师,1年|大专|thinkphp3.2|thinkphp5|微擎|Redis|公众号|小程序|微信支付|商城|五险一金|年终奖金|绩效奖金|带薪年假|下午茶|节日礼品
300442,PHP开发工程师,1年|大专|php|数据库|css|redis|laravel|html|javascript|linux|Java|web|五险一金|补充医疗保险|补充公积金|通讯补贴|年终奖金|餐饮补贴|绩效奖金|定期体检|弹性工作|专业培训
300443,PHP开发工程师,1年|数据库|jquery|css|javascript|推广|html5|mysql数据库|windows|php|div|交通补贴|免费班车|定期体检|专业培训|五险一金|补充医疗保险|补充公积金|餐饮补贴|员工旅游|弹性工作
300444,PHP开发工程师,1年|本科|PHP|数据库|服务端|物联网|企业服务|五险一金|员工旅游|年终奖金|包吃|专业培训|绩效奖金|定期体检|免费宿舍
300445,PHP开发工程师,2年|本科|php|绩效奖金|专业培训
300446,PHP开发工程师,1年|大专|php|数据库|css|redis|laravel|html|javascript|linux|Java|web|五险一金|补充医疗保险|补充公积金|通讯补贴|年终奖金|餐饮补贴|绩效奖金|定期体检|弹性工作|专业培训
300447,PHP开发工程师,1年|数据库|jquery|css|javascript|推广|html5|mysql数据库|windows|php|div|交通补贴|免费班车|定期体检|专业培训|五险一金|补充医疗保险|补充公积金|餐饮补贴|员工旅游|弹性工作
300448,Php开发工程师,3年及以上|大专|mysql|jquery|测试|javascript|mvc|前端开发|php|需求分析|代码编写|thinkphp|节日福利|餐饮补贴|五险一金
300449,PHP开发工程师,2年及以上|本科|计算机|mysql|linux|测试|开发|软件开发|数据库设计|技术文档|thinkphp|tcp/ip协议|五险一金|员工旅游|年终奖金|绩效奖金|生日福利|带薪年假|节日福利|年终双薪
300450,PHP开发工程师,1年|大专|php|数据库|css|redis|laravel|html|javascript|linux|Java|web|五险一金|补充医疗保险|补充公积金|通讯补贴|年终奖金|餐饮补贴|绩效奖金|定期体检|弹性工作|专业培训
300451,PHP开发工程师,1年|数据库|jquery|css|javascript|推广|html5|mysql数据库|windows|php|div|交通补贴|免费班车|定期体检|专业培训|五险一金|补充医疗保险|补充公积金|餐饮补贴|员工旅游|弹性工作
300452,Go开发工程师,2年|大专|go|golang|go-zero|mq|rpc
300453,Go开发工程师,3-4年|大专|golang|区块链|补充医疗保险|五险一金
300454,高级GO软件开发工程师,5年及以上|本科|计算机|linux|前端开发|软件工程|设计模式|软件设计|通信工程|选型|go开发|五险一金|餐饮补贴|通讯补贴|绩效奖金|弹性工作
300455,资深GO服务端开发（布鲁可游戏）,3年及以上|本科|计算机|mysql|linux|redis|c++|功能开发|安全|数据结构算法|功能模块|go|五险一金|绩效奖金|通讯补贴|交通补贴|周末双休
300456,后端开发工程师(GO语言),3年及以上|大专|java|mysql|数据库|sql|erp|开发|调试|mvc|c||编码|五险一金|专业培训|年终奖金|工作日包餐|双休
300457,Go开发工程师,3-4年|本科|五险一金|交通补贴|餐饮补贴|通讯补贴|定期体检
300458,Go语言开发工程师,1年及以上|本科|计算机|数据库|linux|自动化|软件工程|单元测试|postgresql|数据结构算法|接口开发|多线程编程|五险一金|带薪年假|节日福利|年终奖金|弹性工作|通讯补贴|绩效奖金|五险一金|补充公积金|通讯补贴|专业培训|绩效奖金|年终奖金|免费早餐|下午茶
300459,软件开发工程师(WEB、C#、GO),无需经验|大专|计算机|编程|前端框架|编码习惯|软件开发|WEB|C||GO|代码|程序员|五险一金|补充医疗保险|员工旅游|交通补贴|通讯补贴|专业培训|定期体检|年终奖金|带薪年假|餐饮补贴
300460,GO开发工程师,3-4年|本科|mysql|redis|编程|单元测试|http|tcp|后端开发|websocket|网络协议|go|五险一金|餐饮补贴|年终奖金|定期体检|股票期权|专业培训
300461,高级软件工程师C++/Go,2年|大专|五险一金|补充医疗保险|交通补贴|餐饮补贴|定期体检|周末双休|专业培训|绩效奖金
300462,Java/Go实习生,无需经验|大专|ai|3d建模|chatgpt|五险一金|通讯补贴|餐饮补贴|交通补贴|年终奖金
300463,软件开发工程师(go）(J11675),5年及以上|本科|golang|五险一金|交通补贴|餐饮补贴|通讯补贴|节日福利
300464,GO运维开发工程师(J14323),3年及以上|本科|运维|五险一金|餐饮补贴|法定节假日|节日福利|团队氛围好|免费住宿
300465,后端研发工程师(python/go),1年|本科|python|golang|后台开发|服务端开发|地理信息系统|gis开发|gdal|五险一金|弹性工作
300466,软件工程师C++/Go,1年|本科|c++|自动化|golang
300467,需求分析师（C/Go语言开发）(J12499),3年及以上|本科|需求分析|物联|物联网行业|五险一金|绩效奖金|定期体检|餐饮补贴|年终奖金
300468,GO运维开发工程师(J14229),5年及以上|本科|GO|CMDB|Workflow|Prometheus|餐饮补贴|年终奖金|绩效奖金|员工宿舍|属地社保
300469,后端开发工程师（Go语言方向）,2年及以上|本科|go|后端研发|mysql|postgresql|五险一金
300470,中级Go开发工程师（iot管理平台）-23955,3年及以上|本科|计算机|mysql|redis|编程|编码|网络安全|补充医疗保险|定期体检|七险一金|带薪年假|带薪病假|免费健身
300471,GO开始工程师,3-4年|本科|补充医疗保险|定期体检|专业培训|免费班车
300472,数据库管理员DBA,2年|大专|数据库管理员|DBA|数据库开发|oracle|每年调薪机会|足额缴纳社保|五险一金|餐饮补贴|年终奖金|定期体检|周末双休|带薪年假|节日福利
300473,数据库工程师(DBA),10年及以上|大专|数据库|sql|sqlserver|数据库设计|数据迁移|实施部署|存储过程编写|性能优化|sql代码|关系数据库|五险一金
300474,数据库管理员（DBA）,2-6年|本科|计算机|oracle|数据库|linux|安全管理|windows|运维|故障排除|数据安全|系统安全|弹性工作|节日福利|餐饮补贴|下午茶|包住|各类补贴
300475,DBA数据库工程师,5年及以上|本科|计算机|oracle|数据库|linux|架构设计|操作系统|数据迁移|性能调优|sql优化|负载均衡|五险一金|餐饮补贴|通讯补贴|专业培训|定期体检
300476,oracle数据库工程师（DBA）,3-4年|大专|mysql|oracle|数据库|sqlserver|运维|shell|文档编写|故障处理|postgresql|ogg|通讯补贴|年终奖金|节日福利|全额五险一金|正式工非派遣|周末固定双休|带薪事假
300477,数据库工程师(DBA),3-5年|本科|mysql数据库|运维|oracle|linux|数据库优化|五险一金|弹性工作
300478,DBA,3-8年|本科|数据库|linux|项目管理|erp|oracle数据库|运维|shell|文档编写|英语读写|调优|五险一金|免费班车|餐饮补贴|专业培训|年终奖金|定期体检
300479,DBA数据库工程师,3年及以上|大专|数据库|linux|故障处理|数据库运维|TIDB|oracle|MySQL|PG|达梦|DBA|五险一金|周末双休|节日福利|带薪年假|年终奖金|绩效奖金|团建活动
300480,数据库工程师（DBA）,3-4年|本科|下午茶|股票期权|扁平管理|带薪休假|六险一金|团队氛围好|晋升空间大|用户过亿|大牛带队|免费三餐
300481,DBA工程师,5-7年|本科|计算机|mysql|oracle|数据库|linux|shell|数学|postgresql|perl|信息技术|五险一金|年终奖金|定期体检|周末双休|绩效奖金|节假日礼金
300482,DBA数据库工程师,3-4年|大专|数据库|数据库设计|数据库故障|数据表|周末双休|五险一金|绩效奖金|年终奖金|专业培训
300483,高级DBA,3年及以上|大专|dba|数据库|五险一金|餐饮补贴|通讯补贴|交通补贴|绩效奖金|年终奖金
300484,高级DBA工程师,5-7年|大专|oracle|数据库|故障处理|调优|运行维护|运维管理|OCP|OCM|五险一金|周末双休|节日福利|带薪年假|年终奖金
300485,DBA数据库工程师,3-4年|本科|oracle|数据库|linux|sqlserver|服务器|安装部署|性能分析|数据库安装|优化数据库|五险一金|餐饮补贴|年终奖金|员工旅游|周末双休|定期体检|补充医疗保险|全勤奖|生日礼金
300486,DBA工程师,3年及以上|本科|计算机|mysql|oracle|数据库|linux|shell|postgresql|perl|teradata|dba|五险一金|年终奖金|定期体检|周末双休|节假日礼金
300487,DBA工程师(J10278),3年及以上|本科|oracle数据库|运维|五险一金|免费班车|年终奖金|定期体检
300488,人大金仓-中高级DBA (MJ000053),3-4年|本科|五险一金|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|绩效奖金|专业培训|定期体检
300489,数据库管理员 (DBA),2年及以上|本科|mysql|oracle|数据库|sql|计算机科学|信息技术|数据库系统|性能分析|性能监控|数据备份恢复|五险一金|补充医疗保险|餐饮补贴|通讯补贴|弹性工作|带薪年假
300490,DBA数据库工程师,5-7年|本科|计算机|mysql|oracle|数据库|linux|shell|数学|postgresql|perl|信息技术|五险一金|年终奖金|定期体检|周末双休|绩效奖金|节假日礼金
300491,DBA,3-4年|本科|计算机|oracle|数据库|sql|数据库迁移|goldengate|OGG|问题诊断|sql优化|性能调优|餐饮补贴|弹性工作|专业培训|员工旅游|五险一金|绩效奖金
300492,Rust开发实习生-飞书视频会议,无需经验|本科|弹性工作|扁平管理|大牛带队
300493,rust开发工程师,2年及以上|本科|jenkins|后端开发|node.js|aws|rust|周末双休|带薪年假|五险一金|节日福利|加班补贴|员工旅游|定期体检
300494,软件架构师-杭州,8年及以上|本科|计算机|数据库|电子|医疗器械|需求分析|c++|生物医学工程|架构设计|技术指导|建模|五险一金|专业培训|绩效奖金|包吃|节日福利|白班
300495,Senior SDWAN Software Engineer,8年及以上|本科|Linux|五险一金|弹性工作|补充医疗保险|定期体检|年终奖金
300496,Rust/C++研发实习生 — 有转正机会,无需经验|本科|下午茶|扁平管理|团队氛围好|免费三餐|租房补贴|大牛带队
300497,高级GO软件开发工程师,5年及以上|本科|计算机|linux|前端开发|软件工程|设计模式|软件设计|通信工程|选型|go开发|五险一金|餐饮补贴|通讯补贴|绩效奖金|弹性工作
300498,高级软件工程师,5年及以上|本科|五险一金|餐饮补贴|通讯补贴|年终奖金
300499,Software Architect,无需经验|五险一金|补充医疗保险|免费班车|餐饮补贴|通讯补贴|专业培训|出国机会|绩效奖金|年终奖金|定期体检|商业保险
300500,System Analyst（香港工作）,5年及以上|本科|java|微服务架构|oracle|系统概要设计|补充医疗保险|免费班车|通讯补贴|定期体检|年终奖金
300501,MPU Application Engineer,10年及以上|本科|MPU|Linux|周末双休|专业培训|弹性工作|节日福利|员工旅游|定期体检|带薪年假|绩效奖金|年终奖金|补充医疗保险|五险一金
300502,C++软件开发工程师,3-4年|本科|C++|linux|windows|GO语言|五险一金|专业培训|定期体检|员工旅游|绩效奖金|年终奖金
300503,高性能网络应用工程师,无需经验|本科|计算机|java|linux|javascript|c++|windows|http|tcp|ssh|socket|五险一金|补充医疗保险|餐饮补贴|交通补贴|通讯补贴|绩效奖金|年终奖金|定期体检
300504,System Analyst,5年及以上|本科|java|微服务架构|补充医疗保险|免费班车|通讯补贴|定期体检|年终奖金
300505,系统及高性能计算工程师,3-4年|硕士|算法基础|C++
300506,资深后端开发工程师,3-4年|本科|下午茶|股票期权|健身瑜伽|扁平管理|五险一金|带薪休假|六险一金|团队氛围好|晋升空间大|用户过亿
300507,分布式系统研发,3年及以上|本科|rust|c++|java|linux|go|英文听说读写|分布式系统|定期体检|员工旅游|餐饮补贴|社会保险
300508,后端高级软件工程师,5年及以上|本科|计算机|办公软件|svn|c++|office|git|软件开发|编程|数学|物理|五险一金|补充医疗保险|补充公积金|交通补贴|餐饮补贴|通讯补贴|专业培训|年终奖金|定期体检
300509,C++架构师/技术专家,5年及以上|本科|c++|架构设计|算法|五险一金|专业培训|定期体检|弹性工作|五险一金|带薪年假|弹性工作|节日福利
300510,后端/算法开发工程师,3-4年|本科|java|c++|软件工程|算法|后端开发|Python|五险一金|交通补贴|餐饮补贴|员工旅游|年终奖金|节日福利|高温补贴|周末双休|带薪年假
300511,分布式系统研发,3年及以上|本科|rust|c++|java|linux|go|英文听说读写|分布式系统|定期体检|员工旅游|餐饮补贴|社会保险
300512,嵌入式软件工程师-python C Lua,5-7年|本科|C|linked|list|周末双休|带薪年假|五险一金|节日福利|补充医疗保险|年终奖金|定期体检|专业培训
300513,lua开发工程师,2年|本科|c++|linux|lua|MongoDB|游戏开发|五险一金|员工旅游|定期体检|全勤奖|免费三餐
300514,cocos2d-x lua 工程师,2年|本科|五险一金|定期体检|员工旅游|年终奖金|免费工作餐
300515,游戏服务端开发工程师,1-3年|本科|c++|lua|游戏服务端|五险一金|员工旅游|餐饮补贴|绩效奖金|年终奖金|弹性工作|定期体检
300516,后端研发工程师-5G媒体方向（成都）,1年及以上|本科|erlang|swift|bash|lua|pascal|ada|go|lisp|五险一金
300517,UE 设计师(J10354),2年及以上|本科|计算机|测试|需求分析|c++|解决方案|数学|操作系统|技术文档|编码实现|代码规范
300518,Unity3D高级程序设计,3-4年|本科|c||unity3d|ar|vr|周末双休|带薪年假|五险一金|全勤奖|餐饮补贴|通讯补贴|专业培训|出差补贴|员工旅游|做五休二
300519,游戏引擎应用开发工程师,2年|本科|ue|游戏引擎|c++|Gis|蓝图|五险一金|绩效奖金|年终奖金|带薪年假|周末双休|大牛带队
300520,后端研发工程师-5G媒体方向（成都）,1年及以上|本科|java|c++|go|linux|lua|erlang|python|javascript|swift|sql|周末双休|意外保险|同事nice
300521,cocos2dx开发,2年|大专
300522,传奇三端技术人员,2年|传奇三端|99/6引擎|游戏开发|包吃包住
300523,UE4 C++ 开发工程师,1年|本科|c++|游戏引擎|图形学|cesium|ue4开发|数据渲染|gis|opengl|五险一金|绩效奖金|年终奖金|带薪年假|周末双休|大牛带队
300524,手机游戏开发工程师,3年及以上|大专|计算机|开发|前端|编程|bug|软件工程|android|数学|理工|功能设计|五险一金|交通补贴|餐饮补贴|通讯补贴|专业培训|绩效奖金|年终奖金|定期体检
300525,U3D开发工程师,3年及以上|本科|数据分析|c++|c||软件工程|项目开发|英文读写|开发计划|数字媒体技术|AR|XR|带薪年假|五险一金|高温补贴|年终奖|五险一金|年终奖金|员工旅游|专业培训|出国机会|定期体检|生日礼金|绩效奖金
300526,自动化测试工程师,2年及以上|本科|计算机|自动化测试|测试工程|测试工具|go|linux|lua|测试框架|测试效率|shell|绩效奖金|员工旅游|交通补贴|周末双休|缴纳五险|年底双薪|定期体检|通讯补贴|餐饮补贴
300527,Unity3d开发工程师,2年|本科
300528,UNITY 3D工程师,3-4年|大专|餐饮补贴|绩效奖金|年终奖金|定期体检|五险|加班补贴|周末双休
300529,Unity3d开发工程师,3年及以上|硕士|需求分析|开发|项目开发|架构设计|技术方案|ui|演示|unity3d|ar|vr|五险一金|餐饮补贴|年终奖金
300530,U3D 仿真工程师（航信）,3-4年|本科|五险一金|交通补贴|餐饮补贴|定期体检|年终奖金|补充医疗保险|绩效奖金
300531,Embedded C python developer,5-7年|本科|linkedlist|Lua|周末双休|带薪年假|五险一金|节日福利|补充医疗保险|年终奖金|定期体检|专业培训
300532,游戏主播,1年及以上|月休4天|推广|宣传|直播|英语口语|游戏|游戏直播|游戏主播|观众互动
300533,游戏设计助理/无经验可带,无需经验|中技/中专|设计|计算机|建模|办公软件|动画|美术|视觉|补充医疗保险|员工旅游|餐饮补贴|专业培训|年终奖金
300534,海外游戏广告投放,3年及以上|数据分析|广告投放|产品测试|数据支持|ads|投放策略|tiktok|游戏市场|facebook|员工旅游|绩效奖金|节日福利|带薪年假|弹性工作|五险一金|年终奖金|定期体检
300535,电竞游戏陪练师,无需经验|游戏|员工旅游|弹性工作
300536,电竞游戏陪练师,无需经验|上班自由|弹性工作|员工旅游
300537,游戏运营,无需经验|游戏陪练
300538,游戏陪练师,无需经验|游戏陪练师|专业培训|每月假期|包住
300539,海外游戏运营经理,3年及以上|测试方案|调优|市场策略|游戏运营|线上运营|市场调研分析|员工旅游|绩效奖金|节日福利|带薪年假|弹性工作|五险一金|年终奖金|定期体检
300540,游戏代练员,无需经验|高中|游戏代练|原神|崩坏星穹铁道|游戏代肝|游戏代练员
300541,游戏直播,无需经验|高中|游戏直播
300542,海外游戏推广,无需经验|大专|游戏|游戏行业|海外游戏|绩效奖金|交通补贴|餐饮补贴|免费班车|五险
300543,游戏直播信息流投放,1年及以上|大专|推广策略|投放策略|抖音直播|投放|处理数据|小游戏|信息流|推广数据|五险一金|员工旅游|年终奖金|周末双休|包吃
300544,游戏主播,无需经验
300545,游戏引擎应用开发工程师,2年|本科|ue|游戏引擎|c++|Gis|蓝图|五险一金|绩效奖金|年终奖金|带薪年假|周末双休|大牛带队
300546,游戏主播,无需经验|绩效奖金|年终奖金|直播
300547,商务引入（小游戏）,1-3年|大专|引入商务|拓展|游戏行业|五险一金|员工旅游|年终奖金|周末双休|包吃
300548,网络游戏,无需经验
300549,游戏运营,无需经验|高中
300550,游戏推广,无需经验|手游|页游|互联网|游戏|渠道推广
300551,小游戏媒介投放,1年及以上|大专|推广策略|投放策略|抖音直播|投放|处理数据|小游戏|信息流|推广数据|五险一金|员工旅游|年终奖金|周末双休|包吃
300552,新能源三电后市场运营总监,5年及以上|本科|售后维修|品牌建设|设计规范|运营管理|管理制度|中高层管理|五险一金|年终奖金|绩效奖金|餐饮补贴|弹性工作|定期体检|股票期权|员工旅游|专业培训|补充医疗保险|交通补贴
300553,西安新能源项目经理,3年及以上|大专|充电桩|储能|五险一金|交通补贴|通讯补贴|年终奖金|绩效奖金|定期体检|股票期权|节日福利|生日福利
300554,新能源销售代表,2年|大专|带薪年假|五险一金|全勤奖|节日福利|交通补贴|加班补贴|高温补贴|年会旅游
300555,新能源汽车备件主管（智己汽车）,1年及以上|大专|餐饮补贴|专业培训|绩效奖金|定期体检|节假日福利|库存|防盗|库存管理|备件管理|备件供应|备件库存管理
300556,新能源汽车维修产教融合事业部市场总监,5年及以上|本科|五险一金|年终奖金|绩效奖金|餐饮补贴|弹性工作|定期体检|股票期权|员工旅游|专业培训|补充医疗保险|交通补贴
300557,西安新能源项目经理,3年及以上|大专|充电桩|储能|五险一金|交通补贴|通讯补贴|年终奖金|绩效奖金|定期体检|股票期权|节日福利|生日福利
300558,项目经理（新能源方向）,3年及以上|大专|五险一金|餐饮补贴|绩效奖金|年终奖金
300559,新能源业务经理,5年及以上|本科|氢能|光伏|储能|年终奖金|弹性工作|定期体检|员工旅游|五险一金|定期团建|通讯补贴|专业培训
300560,新能源销售,1年及以上|本科|五险一金|绩效奖金|高温补贴|包住宿|带薪年假|通讯补贴|年终奖金|做五休二|市场开拓|充电桩
300561,新能源充电桩运营经理,3年及以上|大专|需求分析|市场营销|预算|运营管理|维护客户关系|五险一金
300562,新能源汽车岗,1年及以上|大专|销售|营销|汽车|汽车销售|驾照|试乘试驾|课程顾问|零售|开拓市场|开发潜在客户|五险一金|提成奖金|交通补贴|餐饮补贴|通讯补贴|商业保险|弹性工作|专业培训|员工旅游|定期体检|年终奖金|绩效奖金
300563,投资拓展岗位（新能源行业）,2年及以上|大专|选址|市场开拓|五险一金|法定带薪年休|年度职工体检|企业年金|补充医疗保险|节假日福利等
300564,新能源销售,3年及以上|大专|五险一金|交通补贴|餐饮补贴|专业培训|定期体检|绩效奖金
300565,销售(新能源汽车行业),3年及以上|本科|五险一金|带薪年假|节日福利|定期体检|年终奖金|餐饮补贴|交通补贴|通讯补贴|销售|市场推广|市场开拓|商务沟通|业务计划|产品展示|应对策略|市场行动计划
300566,新能源汽车销售顾问（智己）,1年及以上|大专|销售|餐饮补贴|专业培训|绩效奖金|定期体检|节假日福利
300567,新能源-业务销售经理,2年及以上|大专|商务拓展|客户沟通|商务谈判|五险一金|免费班车|交通补贴|餐饮补贴|专业培训|绩效奖金|年终奖金
300568,新能源服务顾问,2年及以上|大专|年终奖金|定期体检|节日礼金|交通补助|生日礼金|办公软件|数据分析|汽车|维修|电脑|运营管理|服务顾问|汽车售后|客户投诉处理|问题答疑
300569,新能源客户经理,3-4年|大专|五险一金|带薪年假|节日福利|通讯补贴|餐饮补贴|做五休二
300570,新能源汽车销售顾问,无需经验|大专|新能源|五险一金|专业培训|节日福利
300571,新能源销售（光伏及电池行业优先）,5-7年|本科|周末双休|弹性工作|带薪年假|五险一金|绩效奖金|节日福利|做五休二|非标自动化|销售|新能源
300572,新能源汽车充电运营经理,2年及以上|大专|办公软件|市场营销|谈判|合同签订|产品包装|目标分解|供应商选择|资源拓展|业务落地|商务谈判|五险一金|专业培训|弹性工作|过节福利|过节物资
300573,新能源车冲压模具维修,1年|中技/中专|模具|机床|带薪年假|五险一金|周末双休|绩效奖金|节日福利
300574,零售顾问 （沃尔沃新能源）,1年|大专|五险一金|餐饮补贴|专业培训|弹性工作|带薪年假
300575,大客户销售（新能源主机厂）,5年及以上|大专|五险一金|补充医疗保险|交通补贴|餐饮补贴|年终奖金|定期体检
300576,无责底薪8k+新能源车销售顾问,2年|大专|汽车|新能源|展厅|销售经理|客户经理|产品专家|销售|五险一金|专业培训|年终奖金|绩效奖金|通讯补贴|定期体检
300577,DQE工程师（新能源）,3年及以上|大专|五险一金|补充医疗保险|免费班车|交通补贴|通讯补贴|专业培训|年终奖金|双休
300578,电力工程师（新能源行业）,无需经验|大专|工程|机电|五险一金|周末双休|带薪年假|高温补贴|节日福利|绩效奖金|交通补贴|通讯补贴|做五休二
300579,国内销售经理（新能源）,3-4年|大专|储能|光伏|充电桩|销售|五险一金|补充医疗保险|免费班车|交通补贴|餐饮补贴|通讯补贴|专业培训|绩效奖金|年终奖金|定期体检
300580,新能源新车交付岗10+,无需经验|大专|五险一金|年终奖金|客户服务
300581,新能源汽车销售（沃尔沃极星）,1年|大专|五险
300582,BYD-新能源汽车销售,1年|车辆销售|接待客户|服务接待|售车咨询|销售顾问|销售专员|新能源汽车|汽车销售|五险|生日福利|绩效奖金|年终奖金|定期体检|弹性工作|专业培训|中餐
300583,新能源与智能网联汽车学院,无需经验|硕士|教学|车辆工程|电子信息工程|通信工程|测控技术仪器|高等教育|电池|电控|新能源|周末双休|包吃|节日福利|年终奖金|定期体检|绩效奖金|带薪寒暑假|租房补贴
300584,新能源汽车销售顾问+15K,1年|大专|汽车|销售|五险一金|年终奖金
300585,汽车销售及交付岗（新锐新能源汽车）,1年及以上|大专|新能源|汽车销售|五险一金|商业保险|专业培训|员工旅游|定期体检|绩效奖金
300586,新能源汽车高级服务顾问,无需经验|大专|专业培训|五险一金|员工旅游|定期体检|节假日慰问|销售|接待|汽车销售|驾驶|用户体验|讲解|展车|试驾服务|短视频拍摄|中国驾照
